key,0,1,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
67184,來自北方之人,HeaVna507_01648,ACTOR0,ACTOR1,ACTOR2,ACTOR3,POPRANGE0,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,Ncut_heavna50710,LOC_ACTOR_BI,LOC_ACTOR_UE,LOC_ACTOR_AL,LOC_ACTOR_MAD,LOC_ACTOR_RUKIA,LOC_ACTOR_ENTA,LOC_MAKER_ENTA,LOC_MAKER_RUKIA,LOC_MAKER_MAD,LOC_ACTION_NADERU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67185,集信念於胸中,HeaVna508_01649,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,POPRANGE0,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,ACTOR11,Ncut_heavna50810,Ncut_heavna50820,LOC_ACTOR_BI,LOC_ACTOR_UE,LOC_ACTOR_AL,LOC_ACTOR_MAD,LOC_ACTOR_RUKIA,LOC_ACTOR_ENTA,LOC_MAKER_ENTA,LOC_MAKER_BI,LOC_MAKER_UE,LOC_MAKER_AL,LOC_MAKER_MAD,LOC_MAKER_RUKIA,CHOCOBONADERU,PLAY_BUK,PLAY_BGM_SAKUSEN,PLAY_SE_MOVE,PLAY_SE_OFF,,,,,,,,,,,,,,,,,,
67186,機械師的見解,HeaVna601_01650,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,TERRITORYTYPE0,POPRANGE0,ACTOR8,ACTOR9,ACTOR10,ACTOR11,POPRANGE1,ACTOR12,ACTOR13,CUT_SCENE_N_01,QST_ACTOR0,QST_ACTOR1,QST_ACTOR10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67187,追尋乙太,HeaVna602_01651,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,CUT_SCENE_N_01,CUT_SCENE_N_02,QST_ACTOR0,LOC_ACTOR0,LOC_ACTOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67188,迷失在地脈,HeaVna603_01652,ACTOR0,ACTOR1,ACTOR2,ACTOR3,TERRITORYTYPE0,POPRANGE0,POPRANGE1,ACTOR4,ACTOR5,ACTOR6,POPRANGE2,ACTOR7,ACTOR8,CUT_SCENE_N_01,CUT_SCENE_N_02,QST_COMP_CHECK_01,QST_ACTOR0,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_ACTOR5,LOC_ACTOR6,LOC_BGM0,,,,,,,,,,,,,,,,,,,,,,,,,
67189,雅·修特拉,HeaVna604_01653,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ITEM0,ACTOR4,ITEM1,CUT_SCENE_N_01,CUT_SCENE_N_02,QST_COMP_CHECK_01,QST_COMP_CHECK_02,QST_COMP_CHECK_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67190,前往薩雷安,HeaVna605_01654,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,QST_ACTOR0,QST_ACTOR1,ACTION_TIMELINE_EVENT_SIGH,LOC_ACTOR0,LOC_ACTOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67191,田園郡,HeaVna606_01655,ACTOR0,ACTOR1,TERRITORYTYPE0,POPRANGE0,TERRITORYTYPE1,ACTOR2,ACTOR3,POPRANGE1,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,CUT_SCENE_N_01,CUT_SCENE_N_02,QST_ACTOR0,LOC_POS_ACTOR0,LOC_POS_ACTOR1,LOC_POS_ACTOR2,LOC_POS_CAM0,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR10,LOC_ACTOR11,LOC_ACTOR12,ACTION_TIMELINE_EVENT_TALK_DEMIHUMAN,ACTION_TIMELINE_EVENT_SIGH,,,,,,,,,,,,,,,,,,,,,,,
67192,真理已死,HeaVna607_01656,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,ACTOR11,QST_ACTOR0,ACTION_TIMELINE_BATTLE_CORPSE,ACTION_TIMELINE_BATTLE_DEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67193,不戰自勝的熟人,HeaVna608_01657,ACTOR0,ACTOR1,ACTOR2,ACTOR3,TERRITORYTYPE0,QUESTBATTLE0,EOBJECT0,ACTOR4,ACTOR5,ACTION_TIMELINE_EVENT_TALK_DEMIHUMAN,ACTION_TIMELINE_EVENT_SIGH,QST_ACTOR0,QST_ACTOR1,QST_ACTOR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67194,瑪托雅的洞穴,HeaVna609_01658,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,CUT_SCENE_N_01,LOC_ACTOR0,LOC_ACTOR1,ACTION_TIMELINE_EVENT_TALK_DEMIHUMAN,ACTION_TIMELINE_EVENT_SIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67195,賢者瑪托雅,HeaVna610_01659,ACTOR0,ACTOR1,ACTOR2,ACTOR3,EOBJECT0,EVENT_ACTION_PROCESS_UPPER_MIDDLE,ENEMY0,EVENT_ACTION_SEARCH,ENEMY1,ENEMY2,POPRANGE0,CUT_SCENE_N_01,CUT_SCENE_N_02,QST_ACTOR0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67196,沉睡在禁書庫的論文,HeaVna611_01660,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,INSTANCEDUNGEON0,ACTOR5,POPRANGE0,TERRITORYTYPE0,ITEM0,CUT_SCENE_N_01,CUT_SCENE_N_02,CUT_SCENE_N_03,ACTION_TIMELINT_EVENT_JUMP,ACTION_TIMELINT_EVENT_JOY,UNLOCK_DUNGEON_LIBRARY_OF_THE_ANCIENTS,QST_ACTOR0,QST_ACTOR1,ACTION_TIMELINE_EVENT_SIGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67197,製造乙太撞角,HeaVna612_01661,ACTOR0,ACTOR1,ACTOR2,POPRANGE0,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,CUT_SCENE_N_01,CUT_SCENE_N_02,QST_ACTOR0,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_BGM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67198,燃燒的希望,HeaVna613_01662,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,ACTOR13,ACTOR14,ACTOR15,ACTOR16,ACTOR17,CUT_SCENE_N_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67199,飛翔吧，企業精進號,HeaVna701_01663,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,POPRANGE0,TERRITORYTYPE0,ACTOR11,ACTOR12,ACTOR13,ACTOR14,ACTOR15,ACTOR16,ACTOR17,ACTOR18,ACTOR19,ACTOR20,ACTOR21,ACTOR22,CUT_SCENE_N_01,CUT_SCENE_N_02,CUT_SCENE_N_03,CUT_SCENE_N_04,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_MUSIC0,LOC_MUSIC1,QST_CHECK_01,QST_CHECK_02,QST_CHECK_03,REWARD_MOUNT_OPEN,,,,,,,,,,
67200,亞拉戈的遺產,HeaVna702_01664,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,EOBJECT0,EVENT_ACTION_LOOKOUT_MIDDLE,EOBJECT1,EOBJECT2,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,EOBJECT3,POPRANGE0,ACTOR11,ACTOR12,ACTOR13,ACTOR14,CUT_SCENE_N_01,CUT_SCENE_N_02,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_ACTOR10,LOC_ACTOR11,LOC_ACTOR12,LOC_QUEST0,LOC_ACTOR20,LOC_ACTOR21,,,,,,,,,,,,,,,,
67201,信賴導航,HeaVna703_01665,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,EOBJECT0,POPRANGE0,ACTOR11,ACTOR12,ACTOR13,ACTOR14,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,CUT_SCENE_N_01,LOC_ACTOR10,LOC_ACTOR11,LOC_ACTOR12,CUT_SCENE_N_02,,,,,,,,,,,,,,,,,,,,,,,
67202,合成獸之島,HeaVna704_01666,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,EOBJECT0,EVENT_ACTION_LOOKOUT_MIDDLE,ENEMY0,EVENT_ACTION_SEARCH,ENEMY1,EOBJECT1,ENEMY2,ENEMY3,EOBJECT2,ENEMY4,ENEMY5,ENEMY6,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,ACTOR13,ACTOR14,EOBJECT3,POPRANGE0,CUT_SCENE_N_01,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR10,LOC_ACTOR11,LOC_ACTOR12,CUT_SCENE_N_02,CUT_SCENE_N_03,,,,,,,,,,,,
67203,藍色鎧甲的猛將,HeaVna705_01667,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ENEMY0,ENEMY1,ENEMY2,ENEMY3,ENEMY4,ENEMY5,ENEMY6,EOBJECT0,TERRITORYTYPE0,QUESTBATTLE0,EOBJECT1,ACTOR5,CUT_SCENE_N_01,CUT_SCENE_N_02,CUT_SCENE_N_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67204,振翅高飛,HeaVna706_01668,ACTOR0,EOBJECT0,MOUNT0,POPRANGE0,CUT_SCENE_N_01,CUT_SCENE_N_02,CUT_SCENE_N_03,LOC_ACTOR0,LOC_MOTION_MIDG_HIDE,LOC_MOTION_MIDG_POP,LOC_MOTION_MIDG_DEPOP,CUT_SCENE_N_01,CUT_SCENE_N_02,CUT_SCENE_N_03,LOC_MUSIC0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67205,蒼穹之禁城,HeaVna707_01669,ACTOR0,ACTOR1,ENEMY0,ENEMY1,ENEMY2,ENEMY3,ENEMY4,ENEMY5,EOBJECT0,INSTANCEDUNGEON0,ACTOR2,POPRANGE0,ACTOR3,TERRITORYTYPE0,INSTANCEDUNGEON1,EOBJECT1,POPRANGE1,TERRITORYTYPE1,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,ACTOR13,ACTOR14,ACTOR15,CUT_SCENE_N_01,CUT_SCENE_N_02,CUT_SCENE_N_03,CUT_SCENE_N_04,CUT_SCENE_N_05,CUT_SCENE_N_06,CUT_SCENE_N_07,CUT_SCENE_N_08,CUT_SCENE_N_09,CUT_SCENE_N_10,CUT_SCENE_N_11,LOC_SCREENIMAGE0,LOC_SCREENIMAGE_A,LOC_MOTION0,LOC_IDLE0,LOC_MUSIC0,LOC_MUSIC1,LOC_ACTOR0,,
67206,鍋嫌壺黑,SubFst980_01670,ACTOR0,ACTOR1,RITEM0,RITEM1,ACTOR2,ITEM0,INSTANCEDUNGEON0,ITEM1,INSTANCEDUNGEON1,ITEM2,INSTANCEDUNGEON2,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,QUEST0,LOC_ACTION0,LOC_ACTION1,LOC_ACTION2,LOC_ACTION3,LOC_ACTION5,LOC_SE0,LOC_SE1,LOC_BGM0,LOC_BGM1,LOC_BGM2,LOC_BGM3,LOC_VFX0,LOC_OBJECT0,LOC_FACE0,LOC_ACTOR3,LOC_ACTION6,LOC_ITEM0,LOC_ITEM1,LOC_ITEM2,LOC_ITEM3,LOC_FACE1,EVENT_ACTION_SIGH,,,,,,,,,,,,,
67207,再會石綠湖,JobSch501_01671,ACTOR0,ACTOR1,EOBJECT0,EVENT_ACTION_SEARCH,ENEMY0,ACTOR2,EOBJECT1,ITEM0,COMPLETED_CONTENTS_01,LCUT_ACTOR0,EVENT_TALK_ONEHAND,EVENT_TALK_BOTHHAND,EVENT_BOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67208,封印的關鍵,JobSch520_01672,ACTOR0,ACTOR1,EOBJECT0,EVENT_ACTION_SEARCH,TERRITORYTYPE0,QUESTBATTLE0,ITEM0,LCUT_ACTOR0,EVENT_TALK_ONEHAND,EVENT_TALK_BOTHHAND,EVENT_BOW,WS_GET_ACTION,WS_GET_VFX,WS_GET_LOG,WS_GET_SKILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67209,魔法城邦瑪哈的陰謀,JobSch540_01673,ACTOR0,EOBJECT0,EVENT_ACTION_LOOKOUT_LONG,ENEMY0,EVENT_ACTION_SEARCH,ACTOR1,EOBJECT1,ENEMY1,EOBJECT2,EOBJECT3,ENEMY2,ENEMY3,EOBJECT4,EOBJECT5,ITEM0,LCUT_ACTOR0,EVENT_TALK_ONEHAND,EVENT_TALK_BOTHHAND,EVENT_BOW,WS_GET_ACTION,WS_GET_VFX,WS_GET_LOG,WS_GET_SKILL,,,,,,,,,,,,,,,,,,,,,,,,,,,
67210,海兵之魂！,JobSch560_01674,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ENEMY0,ENEMY1,ENEMY2,ENEMY3,ENEMY4,ENEMY5,ENEMY6,LCUT_ACTOR0,LCUT_ACTOR1,BIND_ACTOR1,EVENT_TALK_ONEHAND,EVENT_TALK_BOTHHAND,EVENT_BOW,WS_GET_ACTION,WS_GET_VFX,WS_GET_LOG,WS_GET_SKILL,LOC_BGM0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67211,消失的大妖異,JobSch580_01675,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,EVENTRANGE0,EVENT_ACTION_SEARCH,EOBJECT0,ENEMY0,ITEM0,EOBJECT1,EOBJECT2,LCUT_ACTOR0,LCUT_ACTOR1,LCUT_ACTOR2,LCUT_ACTOR3,EVENT_TALK_ONEHAND,EVENT_TALK_BOTHHAND,EVENT_BOW,LOC_POS1,EVENT_BASE_PUSH_UP,COMPLETED_QUEST_01,COMPLETED_QUEST_02,COMPLETED_QUEST_03,WS_GET_ACTION,WS_GET_VFX,WS_GET_LOG,WS_GET_SKILL,LOC_SE0,,,,,,,,,,,,,,,,,,
67212,新時代的海兵團,JobSch600_01676,ACTOR0,EOBJECT0,ACTOR1,EOBJECT1,ACTOR2,ACTOR3,TERRITORYTYPE0,QUESTBATTLE0,ACTOR4,ACTOR5,EOBJECT2,EVENT_ACTION_SEARCH,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,EVENT_TALK_ONEHAND,EVENT_TALK_BOTHHAND,EVENT_BOW,LCUT_ACTOR0,LCUT_ACTOR1,LCUT_ACTOR2,LCUT_ACTOR3,BIND_ACTOR1,BIND_ACTOR2,EVENT_JOY_BIG,EVENT_APPEARANCE,WS_GET_ACTION,WS_GET_VFX,WS_GET_LOG,WS_GET_SKILL,LCUT_OBJECT0,BIND_ACTOR3,BIND_ACTOR4,LOC_SE0,,,,,,,,,,,,
67213,若隱若現的希望,JobWar561_01677,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,BINDACTOR_SQ0_2,BINDACTOR_SQ0_3,BINDACTOR_SQ2_1,LOC_ACTOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67214,塵封的禁書，黑色的秘術,JobBlm501_01678,ACTOR0,ACTOR1,EOBJECT0,EVENT_ACTION_SEARCH,ACTOR2,EOBJECT1,LOC_ACTOR1,LOC_POS_ACTOR1,LOC_POS_ACTOR2,LOC_EOBJ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67215,意外的行程，懲惡的法師,JobBlm520_01679,ACTOR0,ACTOR1,ACTOR2,ACTOR3,LOC_ACTOR1,BIND_ACTOR1,WS_GET_ACTION,WS_GET_VFX,WS_GET_LOG,WS_GET_SKILL,LOC_ACTION1,LOC_ACTION2,BIND_ACTOR2,LOC_ACTION3,LOC_BGM_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67216,邪惡的組織，狡黠的計劃,JobBlm540_01680,ACTOR0,ACTOR1,EOBJECT0,EVENT_ACTION_WAITING2_MIDDLE,EVENTRANGE0,ENEMY0,ENEMY1,EOBJECT1,EVENT_ACTION_SEARCH,ACTOR2,ACTOR3,ACTOR4,EVENT_ACTION_RESCUE_UNDER_SHORT,ACTOR5,LOC_POS_ACTOR1,LOC_POS_ACTOR2,LOC_POS_ACTOR3,LOC_POS_ACTOR4,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTION3,LOC_ACTOR5,LOC_ACTOR6,LOC_ACTION1,BIND_ACTOR1,WS_GET_ACTION,WS_GET_VFX,WS_GET_LOG,WS_GET_SKILL,LOC_ACTION2,BIND_ACTOR2,LOC_BGM_1,LOC_ACTION4,LOC_ACTION5,,,,,,,,,,,,,,,
67217,失控的力量，染血的悲劇,JobBlm560_01681,ACTOR0,EVENTRANGE0,ENEMY0,ENEMY1,ENEMY2,EOBJECT0,EVENT_ACTION_SEARCH,ACTOR1,ACTOR2,ACTOR3,ACTOR4,EVENT_ACTION_RESCUE_UNDER_SHORT,LOC_ACTOR1,LOC_ACTION1,WS_GET_ACTION,WS_GET_VFX,WS_GET_LOG,WS_GET_SKILL,LOC_BGM_1,LOC_ACTION2,LOC_ACTION3,LOC_ACTOR2,LOC_ACTOR3,,,,,,,,,,,,,,,,,,,,,,,,,,,
67218,魯莽的制裁，正義的光輝,JobBlm580_01682,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,EVENT_ACTION_RESCURE,TERRITORYTYPE0,QUESTBATTLE0,EOBJECT0,EVENT_ACTION_SEARCH,QST_VER300_MAIN,BIND_ACTOR1,LOC_ACTOR1,WS_GET_ACTION,WS_GET_VFX,WS_GET_LOG,WS_GET_SKILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67219,破壞的烈焰，治癒的清流,JobBlm600_01683,ACTOR0,ACTOR1,TERRITORYTYPE0,QUESTBATTLE0,ACTOR2,EOBJECT0,EVENT_ACTION_SEARCH,TERRITORYTYPE1,ACTOR3,ACTOR4,ACTOR5,LOC_ACTOR1,LOC_ACTION1,WS_GET_ACTION,WS_GET_VFX,WS_GET_LOG,WS_GET_SKILL,BIND_ACTOR1,LOC_ACTION2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67220,國與寶,JobNin520_01684,ACTOR0,ACTOR1,ITEM0,ACTOR2,ACTOR3,EOBJECT0,ENEMY0,ENEMY1,EOBJECT1,ENEMY2,ENEMY3,EOBJECT2,ENEMY4,ENEMY5,ENEMY6,ACTOR4,ACTOR5,ACTOR6,BIND_ACTOR0,BIND_ACTOR1,BIND_ACTOR2,BIND_ACTOR3,ACTOR7,ACTOR8,ACTOR9,ACTOR10,WS_GET_ACTION,WS_GET_VFX,WS_GET_LOG,WS_GET_SKILL,LOC_MARKER0,LOC_MARKER1,LOC_MARKER2,,,,,,,,,,,,,,,,,
67221,追與逃,JobNin540_01685,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,EOBJECT0,ACTION0,EOBJECT1,EOBJECT2,EOBJECT3,EVENT_ACTION_WAITING,TERRITORYTYPE0,QUESTBATTLE0,ACTOR10,ACTOR11,ACTOR12,ACTOR13,BIND_ACTOR0,BIND_ACTOR1,BIND_ACTOR2,BIND_ACTOR3,WS_GET_ACTION,WS_GET_VFX,WS_GET_LOG,WS_GET_SKILL,LOC_ACTOR_01,LOC_MARKER_01,LOC_ACTION_01,,,,,,,,,,,,,,,,,
67222,冰與命,JobNin560_01686,ACTOR0,ACTOR1,ITEM0,EVENTRANGE0,ENEMY0,ENEMY1,ENEMY2,ACTOR2,EOBJECT0,EVENT_ACTION_SEARCH,EOBJECT1,EVENT_ACTION_LOOKOUT_MIDDLE,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,BIND_ACTOR0,BIND_ACTOR1,LOC_MOTION0,WS_GET_ACTION,WS_GET_VFX,WS_GET_LOG,WS_GET_SKILL,LOC_OBJECT0,,,,,,,,,,,,,,,,,,,,,,
67223,圓與缺,JobNin580_01687,ACTOR0,ITEM0,ACTOR1,ACTOR2,ACTOR3,ITEM1,ACTOR4,EOBJECT0,EOBJECT1,EVENT_ACTION_SEARCH,ACTOR5,EOBJECT2,EVENT_ACTION_WAITING,ACTOR6,ACTOR7,ACTOR8,ACTOR9,EOBJECT3,EOBJECT4,EOBJECT5,ENEMY0,ENEMY1,ENEMY2,ACTOR10,ACTOR11,ACTOR12,BIND_ACTOR0,BIND_ACTOR1,BIND_ACTOR2,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_ACTOR4,LOC_ACTOR5,LOC_ACTOR6,LOC_ACTOR7,LOC_IDLE0,LOC_IDLE1,WS_GET_ACTION,WS_GET_VFX,WS_GET_LOG,WS_GET_SKILL,BIND_ACTOR3,,,,,,
67224,雪與雨,JobNin600_01688,ACTOR0,ACTOR1,EOBJECT0,ENEMY0,ENEMY1,ENEMY2,EOBJECT1,ENEMY3,ENEMY4,ENEMY5,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,EOBJECT2,EVENT_ACTION_WAITING,ACTOR7,TERRITORYTYPE0,QUESTBATTLE0,EOBJECT3,EVENT_ACTION_SEARCH,BIND_ACTOR0,LOC_ACTOR0,LOC_ACTOR1,LOC_ACTOR2,LOC_ACTOR3,LOC_IDLE0,WS_GET_ACTION,WS_GET_VFX,WS_GET_LOG,WS_GET_SKILL,LOC_MARKER0,,,,,,,,,,,,,,,,,
67225,飛躍極限,JobDrg501_01689,ACTOR0,EVENTRANGE0,EVENT_ACTION_SEARCH,ACTOR1,EVENT_ACTION_RESCUE_UNDER_MIDDLE,ENEMY0,ACTOR2,ACTOR3,EOBJECT0,ACTOR4,ACTOR5,QST_VER300_MAIN,LOC_ACTOR0,LOC_ACTOR1,LOC_LEVEL_ID_ACTOR_01,LOC_LEVEL_ID_ACTOR_02,ACTION_TIMELINE_EVENT_BASE_IDLE,LOC_BGM_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67226,與眾不同的力量,JobDrg520_01690,ACTOR0,ACTOR1,ENEMY0,ENEMY1,ENEMY2,ACTOR2,ACTOR3,ACTOR4,EVENT_ACTION_RESCURE,EOBJECT0,EVENT_ACTION_LOOKOUT_LONG,ENEMY3,EVENT_ACTION_SEARCH,ACTOR5,ACTION_TIMELINE_EVENT_BASE_IDLE,WS_GET_ACTION,WS_GET_VFX,WS_GET_LOG,WS_GET_SKILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67227,騎士的誓言,JobDrg521_01691,ACTOR0,ACTOR1,ACTOR2,ACTOR3,LOC_ACTOR_PAPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67228,飛槍遊隼,JobDrg540_01692,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,TERRITORYTYPE0,QUESTBATTLE0,ACTOR9,ACTOR10,ACTOR11,ACTOR12,ACTOR13,ACTOR14,ACTOR15,ACTOR16,EOBJECT0,EVENT_ACTION_SEARCH,ITEM0,ACTOR17,ACTOR18,LOC_ACTOR_HEUS_LNC,LOC_ACTOR_PAPA,LOC_ACTOR_BUTL,LOC_ACTOR_BUTL_LNC,LOC_ACTOR_BURC,LOC_ACTOR_KNIGHT_01,LOC_ACTOR_KNIGHT_02,LOC_ACTOR_KNIGHT_03,LOC_ACTOR_ALB,ACTION_TIMELINE_EVENT_BASE_LNC_KEIBI,MOT_EVENT_LOOK_WEAPON,WS_GET_ACTION,WS_GET_VFX,WS_GET_LOG,WS_GET_SKILL,LOC_BGM1,,,,,,,,,,
67229,龍騎士的使命,JobDrg560_01693,ACTOR0,ACTOR1,ACTOR2,ACTOR3,EVENTRANGE0,EVENT_ACTION_SEARCH,ACTOR4,EVENT_ACTION_RESCURE,ENEMY0,ENEMY1,ACTOR5,ACTOR6,EOBJECT0,EOBJECT1,ACTOR7,ACTOR8,LOC_LEVEL_ALB_01,LOC_FACE1,ACTION_TIMELINE_EVENT_BASE_MUNE_OSAE,ACTION_TIMELINE_EVENT_BASE_IDLE,WS_GET_ACTION,WS_GET_VFX,WS_GET_LOG,WS_GET_SKILL,,,,,,,,,,,,,,,,,,,,,,,,,,
67230,血染的命運,JobDrg580_01694,ACTOR0,ACTOR1,ACTOR2,ENEMY0,ITEM0,ACTOR3,ACTOR4,LOGMESSAGE0,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,LEVEL_POINT_ALB,LOC_FACE1,LOC_FACE2,ACTION_TIMELINE_EVENT_BASE_MUNE_OSAE,ACTION_TIMELINE_EVENT_BASE_IDLE,WS_GET_ACTION,WS_GET_VFX,WS_GET_LOG,WS_GET_SKILL,,,,,,,,,,,,,,,,,,,,,,,,,
67231,誓言與槍同在,JobDrg600_01695,ACTOR0,ACTOR1,ACTOR2,ACTOR3,EVENT_ACTION_SEARCH,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,ACTOR10,ACTOR11,ACTOR12,TERRITORYTYPE0,QUESTBATTLE0,ACTOR13,EOBJECT0,LOC_LEVEL_ID_ACTOR_01,WS_GET_ACTION,WS_GET_VFX,WS_GET_LOG,WS_GET_SKILL,NCUT_01,,,,,,,,,,,,,,,,,,,,,,,,,,
67232,工房救星,JobMch300_01696,CLASSJOB,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,ACTOR5,ACTOR6,ACTOR7,ACTOR8,ACTOR9,LOC_ACTOR0,CUT_SCENE_00,LEVEL_ENPC_ID_0,QUEST0,GEARSET_UNLOCK,UNLOCK_IMAGE_CLASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67233,教官的考驗,JobMch301_01697,ACTOR0,ACTOR1,ACTOR2,ACTOR3,ACTOR4,TERRITORYTYPE0,QUESTBATTLE0,ACTOR5,ACTOR6,EOBJECT0,EVENT_ACTION_SEARCH,LEVEL_ENPC_ID_0,LEVEL_ENPC_ID_1,LEVEL_ENPC_ID_2,LEVEL_ENPC_ID_3,LOC_ACTION0_WSGET,LOC_WS,LOC_VFX1,LOC_VFX2,LOC_LOG_MES,JOBSTONE_MODEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
