key,5,6,7,8,9
211,/random,,/隨機數 上限值<hex:02100103>/random<hex:02100103>在0～999的數字中隨機抽選出一個並顯示在聊天視窗中。在說話範圍內的玩家都能夠看到結果。<hex:02100103>>>上限值（2～999）<hex:02100103>在隨機抽選數字時指定上限值。指定上限值後，數字將從（1～上限值）的範圍內抽選。省略上限值時則從（0～999）的範圍內進行抽選。<hex:02100103>>>示例<hex:02100103>/隨機數<hex:02100103>發送0～999範圍內的隨機擲骰數字。<hex:02100103>/隨機數 16<hex:02100103>發送從1～16範圍內的隨機擲骰數字。,,
212,/instance,,/副本區檢查<hex:02100103>/instance<hex:02100103>檢查當前所在地區是否為副本區域，並在聊天視窗中顯示結果。,,
213,/cleartellhistory,/cth,/清除悄悄話記錄<hex:02100103>/cleartellhistory、/cth<hex:02100103>將悄悄話的歷史記錄全部清除。,,
214,/macrolock,/mlock,/鎖定巨集指令(/鎖宏)<hex:02100103>/macrolock、/mlock<hex:02100103>巨集指令專用，使用該命令之後，在同一個宏內的所有指令完成之前不允許執行其他巨集指令。,,
215,/macroerror,/merror,/宏錯誤提示 子命令<hex:02100103>/macroerror、/merror<hex:02100103>巨集命令專用。設定是否顯示在運行巨集命令的過程中出現的錯誤提示。巨集命令運行前預設為顯示狀態。巨集命令結束後，即使之前設定成了不顯示狀態，也會自動回到預設的顯示狀態。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　顯示錯誤提示。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　不顯示錯誤提示。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在顯示與不顯示之間切換。,,
216,/clearlog,/cl,/清除消息記錄<hex:02100103>/clearlog、/cl<hex:02100103>將聊天欄的歷史記錄全部清除。,,
217,/macrocancel,/mcancel,/取消宏<hex:02100103>/macrocancel、/mcancel<hex:02100103>只能在對話欄中輸入。停止正在執行的巨集指令。,,
218,/playtime,/ptime,/遊戲時間<hex:02100103>/playtime、/ptime<hex:02100103>顯示當前角色的累計遊戲時間。,,
219,/grouppose,/gpose,/集體動作<hex:02100103>/grouppose、/gpose<hex:02100103>執行集體動作。<hex:02100103>>>功能內操作<hex:02100103>顯示鏡頭設定視窗<hex:02100103><hex:021E020B03>/R鍵、小鍵盤*/滑鼠滾輪<hex:02100103>角色面朝鏡頭方向(開/關)<hex:02100103><hex:021E020C03>/空格鍵<hex:02100103>鏡頭位置打光<hex:02100103><hex:021E020E03>/X鍵<hex:02100103>全體動作暫停<hex:02100103><hex:021E020F03>/1鍵<hex:02100103>目標動作暫停<hex:02100103><hex:021E021003>/2鍵<hex:02100103>切換注視目標<hex:02100103><hex:021E020703>/Tab、Shift+Tab鍵<hex:02100103>調整鏡頭<hex:02100103><hex:021E021503>/W、A、S、D、Q、E鍵<hex:02100103>重置鏡頭<hex:02100103><hex:0212021103>/Z鍵,,
220,/itemsearch,/isearch,/道具檢索 關鍵詞<hex:02100103>/itemsearch、/isearch<hex:02100103>只能在對話欄中輸入。可以通過輸入關鍵詞對所持物品進行檢索。<hex:02100103>檢索對象為裝備中的物品、背包、陸行鳥鞍囊、兵裝庫、僱員物品欄、收藏櫃、投影台。<hex:02100103>>>示例<hex:02100103>/道具檢索 恢復藥<hex:02100103>檢索所持品中名稱包含了關鍵詞「恢復藥」的道具。,,
221,/idlingcamera,/icam,/觀景視角 代名詞<hex:02100103>/idlingcamera、/icam<hex:02100103>切換為景觀視角。<hex:02100103>代名詞可以省略。在指定了代名詞的情況下，攝像機鏡頭將會鎖定該目標進行觀景。如果指定的目標無法作為鎖定目標進行觀景，則會隨機進行觀景。<hex:02100103>>>功能內操作<hex:02100103>顯示鏡頭設定視窗<hex:02100103><hex:021E020B03>/R鍵、小鍵盤*/滑鼠滾輪<hex:02100103>暫時停止或繼續進行觀景視角的切換<hex:02100103><hex:021E020903>/小鍵盤0/左鍵單擊<hex:02100103>切換場景<hex:02100103><hex:021E020703>/Tab、Shift+Tab鍵<hex:02100103>調整鏡頭<hex:02100103><hex:021E021503>/W、A、S、D、Q、E鍵<hex:02100103>重置鏡頭<hex:02100103><hex:0212021103>/Z鍵<hex:02100103>>>示例<hex:02100103>/觀景視角<hex:02100103>隨機選擇對象執行觀景。<hex:02100103>/觀景視角 <目標><hex:02100103>選擇指定目標作為對象來執行觀景。,,
223,/duelswitch,,/決鬥申請攔截 子命令<hex:02100103>/duelswitch<hex:02100103>更改是否接受決鬥申請的設定。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>強制拒絕決鬥申請。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>接受決鬥申請。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>在拒絕和接受之間切換。<hex:02100103>>>示例<hex:02100103>/決鬥申請攔截 開<hex:02100103>強制拒絕決鬥申請。,,
224,/beginnerchannelinvitation,/bchannelinvitation,/接受新人頻道的邀請（/新人邀請） 子命令<hex:02100103>/beginnerchannelinvitation、/bchannelinvitation<hex:02100103>更改是否接受新人頻道的邀請。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　接受邀請。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　自動拒絕邀請。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在接受和拒絕之間切換。<hex:02100103><hex:02100103>>>示例<hex:02100103>/接受新人頻道的邀請 開<hex:02100103>　接受邀請。,/beginnerchannelinvitation,/bchannelinvitation
225,/beginnerchannelleave,/bchannelleave,/退出新人頻道（/退新）<hex:02100103>/beginnerchannelleave、/bchannelleave<hex:02100103>從新人頻道中退出。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>新人及回歸者專用。<hex:0249020103><hex:0248020103>,/beginnerchannelleave,/bchannelleave
226,/egiglamour,,/召喚物投影 召喚獸的名字 外貌<hex:02100103>/petmirage、/egimirage<hex:02100103>可以改變接下來召喚的召喚獸外貌。<hex:02100103>但在對戰任務中無效。<hex:02100103>>>召喚獸的名字<hex:02100103>寶石獸<hex:02100103>迦樓羅之靈<hex:02100103>泰坦之靈<hex:02100103>伊弗利特之靈<hex:02100103>>>外貌<hex:02100103>寶石獸<hex:02100103>綠寶石獸<hex:02100103>黃寶石獸<hex:02100103>紅寶石獸<hex:02100103>迦樓羅之靈<hex:02100103>泰坦之靈<hex:02100103>伊弗利特之靈<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>省略外貌或在外貌處輸入「撤除(clear)」<hex:0249020103><hex:0248020103><hex:02100103>召喚獸會恢復原狀。<hex:02100103>>>示例<hex:02100103>/召喚獸投影 迦樓羅之靈 紅寶石獸<hex:02100103>將迦樓羅之靈的外貌變成紅寶石獸。,/egimirage,
227,/title,,/稱號 子命令<hex:02100103>/title<hex:02100103>改變稱號。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>設定 稱號名<hex:0249020103><hex:0248020103><hex:02100103>　將稱號設定為稱號名對應的稱號。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>撤除<hex:0249020103><hex:0248020103><hex:02100103>　將稱號撤除。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　將稱號變為隨機一個已獲得的稱號。<hex:02100103>>>示例<hex:02100103>/稱號 設定 銀劍<hex:02100103>　將稱號設為「銀劍」。,,
228,/bahamutsize,,/巴哈姆特尺寸<hex:02100103>/bahamutsize<hex:02100103>可以變更亞靈神巴哈姆特的尺寸。<hex:02100103>※此文本指令已和「/召喚獸尺寸」合併，今後請使用新指令。,,
229,/alarm,,"/鬧鐘 子命令<hex:02100103>/alarm<hex:02100103>設定鬧鐘。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>""鬧鐘名"" 時間類型(本、服、艾) 重覆通知(重覆) 時間(0000-2400) 提前(0-60)分鐘提醒<hex:0249020103><hex:0248020103><hex:02100103>　設定在指定時間進行通知提醒的鬧鐘。<hex:02100103>　加上重覆(rp)子命令時鬧鐘會每小時提醒一次。<hex:02100103>重覆與提前多少分鐘提醒的子命令可以省略。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>撤除<hex:0249020103><hex:0248020103><hex:02100103>　將設定的鬧鐘全部刪除。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　打開鬧鐘視窗。<hex:02100103><hex:02100103>>>時間類型<hex:02100103>本（lt） 本地時間<hex:02100103>服（st） 伺服器時間<hex:02100103>艾（et） 艾歐澤亞時間<hex:02100103><hex:02100103>>>示例<hex:02100103>/鬧鐘 ""集合時間"" 本 2000 10<hex:02100103>　設定一個名為集合時間的鬧鐘，在本地時間20點前提前10分鐘提醒。<hex:02100103>/鬧鐘 ""休息"" 本 重覆 30<hex:02100103>　設定一個名為休息的鬧鐘，在本地時間每個小時的30分時提醒。",,
231,/busy,,/忙碌 子命令<hex:02100103>/busy<hex:02100103>將線上狀態設定為「忙碌」。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　將狀態改成「忙碌」。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　將狀態改回「線上」。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在「忙碌」與「線上」之間切換。,,
232,/away,/afk,/離開(/離) 子命令<hex:02100103>/away、/afk<hex:02100103>將線上狀態設定為「離開」。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　將狀態改成「離開」。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　將狀態改回「線上」。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在「離開」與「線上」之間切換。,,
233,/lookingforparty,/lfp,/希望組隊 子命令 職業<hex:02100103>/lookingforparty、/lfp<hex:02100103>將線上狀態設定為「希望組隊」，並附加希望組隊的職業。<hex:02100103>>>職業(※可以指定多個職業，順序不限)<hex:02100103>劍術師(GLA)　格鬥家(PGL)　斧術師(MRD)　槍術師(LNC)　弓箭手(ARC)　雙劍師(ROG)　幻術師(CNJ)　咒術師(THM)　秘術師(ACN)　刻木匠(CRP)　鍛鐵匠(BSM)　鑄甲匠(ARM)　雕金匠(GSM)　製革匠(LTW)　裁衣匠(WVR)　煉金術士(ALC)　烹調師(CUL)　採礦工(MIN)　園藝工(BTN)　捕魚人(FSH)　騎士(PLD)　武僧(MNK)　戰士(WAR)　龍騎士(DRG)　吟遊詩人(BRD)　忍者(NIN)　白魔法師(WHM)　黑魔法師(BLM)　召喚師(SMN)　學者(SCH)　暗黑騎士(DRK)　機工士(MCH)　占星術士(AST)　武士(SAM)　赤魔法師(RDM)　青魔法師(BLU)　絕槍戰士(GNB)　舞者(DNC)　賢者(SGE)　釤鐮客(RPR)<hex:02100103>※省略該條件會預設為指定當前職業。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　將狀態改成「希望組隊」。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　將狀態改回「線上」。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在「希望組隊」與「線上」之間切換。,,
234,/lookingformeld,/lfm,/接受鑲嵌魔晶石請求(/鑲嵌魔晶石) 子命令<hex:02100103>/lookingformeld、/lfm<hex:02100103>將線上狀態設定為「接受鑲嵌魔晶石請求」。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　將狀態改成「接受鑲嵌魔晶石請求」。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　將狀態改回「線上」。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在「接受鑲嵌魔晶石請求」與「線上」之間切換。,,
235,/searchcomment,/scomment,/個人簽名(/簽名) 文字內容<hex:02100103>/searchcomment、/scomment<hex:02100103>將指定文字內容設定成搜索玩家時的簽名。,,
236,/beginnerstatus,/bstatus,/新人狀態 子命令<hex:02100103>/beginnerstatus、/bstatus<hex:02100103>更改自己的新人線上狀態。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　開啟新人狀態。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　解除新人狀態。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在開啟與解除之間切換。<hex:02100103>>>示例<hex:02100103>/新人狀態 開<hex:02100103>開啟新人狀態。,,
237,/beginnerchannel,/bchannel,/加入新人頻道 子命令<hex:02100103>/beginnerchannel、/bchannel<hex:02100103>設定指導者是否自動加入新人頻道。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　開啟自動加入新人頻道的設定，並加入新人頻道。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　解除自動加入新人頻道的設定，如果已經加入了新人頻道則會退出。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在開啟與解除之間切換。<hex:02100103>>>示例<hex:02100103>/加入新人頻道 開<hex:02100103>開啟自動加入新人頻道的設定。<hex:02100103>,/beginnerchannel,/bchannel
238,/returnerstatusoff,,/解除回歸者狀態<hex:02100103>/returnerstatusoff<hex:02100103>解除回歸者狀態。,/returnerstatusoff,
239,/roleplaying,,/角色扮演中 子命令<hex:02100103>/roleplaying<hex:02100103>將線上狀態設定為「角色扮演中」。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　將狀態改成「角色扮演中」。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　將狀態改回「線上」。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在「角色扮演中」與「線上」之間切換。,,
251,/action,/ac,/技能 技能名 代名詞<hex:02100103>/action、/ac<hex:02100103>對指定目標使用指定技能。以自己為目標的技能可以省略輸入代名詞。<hex:02100103>如果身處無法使用技能的環境，或者還沒有學會指定技能，則命令無效。<hex:02100103><hex:02100103>在技能會使用到地面目標的情況下，為技能名後設定子命令可以指定操作模式。<hex:02100103>代名詞<hex:02100103>　省略地面目標模式，直接向指定目標發動技能。<hex:02100103>地面關<hex:02100103>　省略地面目標模式，直接發動技能。<hex:02100103>>>示例<hex:02100103>/技能 重劈 <目標><hex:02100103>對當前所選擇的目標執行技能「重劈」。<hex:02100103>/技能 治療 <2><hex:02100103>對小隊列表中的2號隊員執行技能「治療」。<hex:02100103>/技能 縮地 <目標><hex:02100103>對選擇目標的位置執行技能「縮地」。<hex:02100103>/技能 縮地 地面關<hex:02100103>對所指的位置直接執行技能「縮地」。,,
252,/battlemode,/bm,/武器狀態 子命令<hex:02100103>/battlemode、/bm<hex:02100103>切換拔出和收回武器狀態。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　切換到拔出武器狀態<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　切換到收回武器狀態<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在拔出和收回武器狀態之間切換。,,
253,/target,/ta,/選中 代名詞<hex:02100103>/target、/ta<hex:02100103>選中指定的玩家。<hex:02100103>離自己過遠的玩家無法選中。<hex:02100103>>>示例<hex:02100103>/選中 <2><hex:02100103>選中小隊列表中的2號隊員。,,
254,/targetpc,/tpc,/選中最近玩家(/最近玩家)<hex:02100103>/targetpc、/tpc<hex:02100103>選中可選範圍內離自己距離最近的玩家。,,
255,/targetnpc,/tnpc,/選中最近非玩家(/最近非玩家)<hex:02100103>/targetnpc、/tnpc<hex:02100103>選中可選範圍內離自己最近的非玩家角色。,,
256,/targetenemy,/tenemy,/選中最近敵人(/最近敵人)<hex:02100103>/targetenemy、/tenemy<hex:02100103>選中可選範圍內離自己距離最近的敵人。,,
257,/battletarget,/bt,/戰鬥目標<hex:02100103>/battletarget、/bt<hex:02100103>選中敵視自己的距離最近的敵人。,,
258,/assist,/as,/目標的目標 代名詞<hex:02100103>/assist、/as<hex:02100103>將指定玩家的當前選中的目標作為自己的目標選中。<hex:02100103>>>示例<hex:02100103>/目標的目標 <2><hex:02100103>選中小隊列表中的2號隊員選中的目標。,,
259,/facetarget,/ft,/轉向目標<hex:02100103>/facetarget、/ft<hex:02100103>轉身面向當前所選目標的方向。,,
260,/nexttarget,/nt,/右側選擇<hex:02100103>/nexttarget、/nt<hex:02100103>從螢幕右側開始按順時針方向順次選中敵人。,,
261,/previoustarget,,/左側選擇<hex:02100103>/previoustarget<hex:02100103>從螢幕左側開始按逆時針方向順次選中敵人。,,
262,/targetlasttarget,/tlt,/上次目標<hex:02100103>/targetlasttarget、/tlt<hex:02100103>選中上次選中的目標。,,
263,/targetlastenemy,/tle,/前次敵人<hex:02100103>/targetlastenemy、/tle<hex:02100103>重新選中前一次選中的敵人。,,
264,/lockon,/lo,/鎖定 子命令<hex:02100103>/lockon、/lo<hex:02100103>鎖定或解除鎖定當前選中的目標。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　鎖定目標。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　解除鎖定。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在鎖定與解除鎖定之間切換。,,
265,/focustarget,,/焦點目標(/焦點) 代名詞<hex:02100103>/focustarget<hex:02100103>將指定玩家設定為焦點目標。省略代名詞會指定當前所選目標為焦點目標。<hex:02100103>>>示例<hex:02100103>/焦點目標 <目標><hex:02100103>將當前所選擇的目標設定為焦點目標。,,
267,/petaction,/pac,/召喚獸技能 召喚獸技能名 代名詞<hex:02100103>/petaction、/pac<hex:02100103>命令召喚獸對指定目標使用指定召喚獸技能。以自己或召喚獸為目標的技能可省略輸入代名詞。如果身處無法使用技能的環境，或者指定召喚獸技能以外的技能，或者還沒有學會指定召喚獸技能，則命令無效。<hex:02100103>>>示例<hex:02100103>/召喚獸技能 等待指示<hex:02100103>讓召喚獸執行「等待指示」的命令。,,
268,/companionaction,/cac,/搭檔技能 搭檔技能名<hex:02100103>/companionaction、/cac<hex:02100103>命令搭檔使用指定搭檔技能。無需指定目標。如果身處無法使用技能的環境，或者命令搭檔技能以外的技能，或者還沒有學會命令的搭檔技能，則命令無效。<hex:02100103>>>示例<hex:02100103>/搭檔技能 自由戰術<hex:02100103>讓搭檔執行「自由戰術」的命令。,/buddyaction,/bac
269,/facecamera,/fcam,/面向鏡頭<hex:02100103>/facecamera、/fcam<hex:02100103>將角色視線轉向鏡頭視角，再次發動時會解除。,,
270,/levelsync,/lsync,/等級同步 子命令<hex:02100103>/levelsync、/lsync<hex:02100103>在危命任務等有等級限制的情況時使用這個命令可以進行等級同步。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　開啟等級同步。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　解除等級同步。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在開啟或解除狀態中切換。,,
271,/mount,,/坐騎 坐騎名<hex:02100103>/mount<hex:02100103>乘上指定的坐騎。在騎乘狀態下會跳下坐騎。省略坐騎名時也會跳下坐騎。在飛行狀態時會迅速下降。<hex:02100103>>>示例<hex:02100103>/坐騎 專屬陸行鳥<hex:02100103>騎上坐騎「專屬陸行鳥」。,,
272,/additionalaction,/aaction,/額外技能 技能名 子命令<hex:02100103>/additionalaction、/aaction<hex:02100103>將指定的「額外技能（僅限大地使者）」設定到當前職業上。技能名使用「撤除(clear)」時會解除當前設定的所有已選技能。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>設定指定技能。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　解除指定技能。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在設定或解除技能中切換。<hex:02100103>>>示例<hex:02100103>/額外技能 三角測量 開<hex:02100103>將「三角測量」設定為當前職業的額外技能。<hex:02100103>/額外技能 撤除<hex:02100103>解除當前職業所設定的額外技能。,,
273,/generalaction,/gaction,/共通技能 共通技能名 代名詞<hex:02100103>/generalaction、/gaction<hex:02100103>對指定的玩家發動指定的共通技能。對於可以以自身為目標的共通技能可以省略代名詞。處於無法發動共通技能的環境中指令無效，沒有學會的共通技能也無法發動。<hex:02100103><hex:02100103>在技能會使用到地面目標的情況下，為技能名後設定子命令可以指定操作模式。<hex:02100103>代名詞<hex:02100103>　省略地面目標模式，直接向指定目標發動技能。<hex:02100103>地面關<hex:02100103>　省略地面目標模式，直接發動技能。<hex:02100103>>>示例<hex:02100103>/共通技能 隨機坐騎<hex:02100103>發動共通技能「隨機坐騎」。<hex:02100103>/共通技能 任務指令1 <目標><hex:02100103>對目標發動任務指令中的第一個技能。,,
274,/minion,,/寵物 寵物名<hex:02100103>/minion<hex:02100103>召喚出指定的寵物。在已經召喚出寵物的情況下，指定該寵物的名字或省略寵物名會讓寵物離開。<hex:02100103>>>示例<hex:02100103>/寵物 巧兒陸行鳥<hex:02100103>召喚出寵物「巧兒陸行鳥」。,,
275,/statusoff,,/解除狀態 強化狀態名<hex:02100103>/statusoff<hex:02100103>解除指定的強化狀態效果。<hex:02100103>>>示例<hex:02100103>/解除狀態 捨身<hex:02100103>解除強化效果「捨身」。,,
276,/addpvpaction,/apa,/對戰額外技能 對戰額外技能1 對戰額外技能2<hex:02100103>/addpvpaction、/apa<hex:02100103>在對戰技能中設定要追加的額外技能。需要同時設定兩個技能。<hex:02100103>>>示例<hex:02100103>/對戰額外技能 武器投擲 全力揮打<hex:02100103>設定「武器投擲」和「全力揮打」這兩個技能。,,
277,/pvpaction,/pvpac,/對戰技能 對戰技能名 代名詞<hex:02100103>/pvpaction、/pvpac<hex:02100103>對指定目標使用指定對戰技能。以自己為目標的技能可以省略輸入代名詞。向目標攻擊類技能必須使用代名詞。如果身處無法使用技能的環境，或者還沒有學會指定技能，則命令無效。<hex:02100103><hex:02100103>在技能會使用到地面目標的情況下，為技能名後設定子命令可以指定操作模式。<hex:02100103>代名詞<hex:02100103>　省略地面目標模式，直接向指定目標發動技能。<hex:02100103>地面關<hex:02100103>　省略地面目標模式，直接發動技能。<hex:02100103>>>示例<hex:02100103>/對戰技能 暴風斬連擊 <目標><hex:02100103>對當前所選擇的對象執行連擊中的技能。<hex:02100103>/對戰技能 縮地 <目標><hex:02100103>對選擇目標的位置執行技能「縮地」。<hex:02100103>/對戰技能 縮地 地面關<hex:02100103>對所指的位置直接執行技能「縮地」。,,
279,/blueaction,,/青魔法技能 青魔法名 代名詞<hex:02100103>/blueaction<hex:02100103>對指定目標使用指定青魔法技能。<hex:02100103><hex:02100103>在技能會使用到地面目標的情況下，為技能名後設定子命令可以指定操作模式。<hex:02100103>代名詞<hex:02100103>　省略地面目標模式，直接向指定目標發動技能。<hex:02100103>地面關<hex:02100103>　省略地面目標模式，直接發動技能。<hex:02100103>>>示例<hex:02100103>/青魔法技能 水砲 <目標><hex:02100103>對當前所選擇的目標執行技能「水砲」。,,
301,/autolockon,,/自動鎖定 子命令<hex:02100103>/autolockon<hex:02100103>開啟「開始自動攻擊時自動鎖定」功能。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　開啟自動鎖定。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　關閉自動鎖定。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在開啟和關閉之間切換,,
302,/autofacetarget,,/自動轉向目標 子命令<hex:02100103>/autofacetarget<hex:02100103>開啟角色設定中「發動技能時轉身面向目標」的功能。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　開啟自動轉向目標。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　關閉自動轉向目標。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在開啟和關閉之間切換,,
303,/targetring,,/目標環 子命令<hex:02100103>/targetring<hex:02100103>顯示目標環。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　開啟目標環顯示。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　關閉目標環顯示。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在開啟和關閉之間切換,,
304,/targetline,,/目標線 子命令<hex:02100103>/targetline<hex:02100103>顯示目標線。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　開啟目標線顯示。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　關閉目標線顯示。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在開啟和關閉之間切換,,
